# Keithley DMM6500 Oscilloscope Data Export
# MM Experiment - 90° Measurement
# Date: 2025-06-05 18:02:58
# Operator: Physics Lab Student
# Channels: CH1 (Blue) - L1 Arm, CH2 (Green) - L2 Arm
# Sample Rate: 1.0 MS/s
# Time Base: 1ms/div
# Voltage Scale: 200mV/div
# Signal Frequency: 1000 Hz
# Temperature: 22.3°C, Humidity: 45%
# L1 Phase: 200.000°
# L2 Phase: 202.850°
# Phase Difference: 2.850°
#
Time(s),CH1_L1_Blue(V),CH2_L2_Green(V)
0.000000,-0.264833,0.171492
0.000001,-0.068203,0.370681
0.000002,0.393097,0.030777
0.000003,0.088730,-0.183371
0.000004,-0.009234,0.109988
0.000005,0.284872,0.266360
0.000006,0.342424,0.057825
0.000007,0.036633,-0.229584
0.000008,0.087865,-0.324508
0.000009,-0.049768,-0.576732
0.000010,-0.190587,0.120983
0.000011,-0.099640,0.084731
0.000012,-0.255524,-0.037493
0.000013,0.948509,-0.376415
0.000014,0.109682,-0.433305
0.000015,0.121097,-0.432788
0.000016,0.363934,0.322587
0.000017,0.066117,0.369675
0.000018,0.206802,-0.243004
0.000019,0.382139,-0.095612
0.000020,-0.032773,0.211277
0.000021,0.111267,0.273290
0.000022,0.466936,0.175437
0.000023,0.027314,0.373488
0.000024,0.143600,0.165223
0.000025,0.312997,-0.028519
0.000026,0.165434,0.259668
0.000027,0.026909,0.176635
0.000028,0.484984,0.083797
0.000029,0.357130,0.220900
0.000030,0.303275,-0.032335
0.000031,-0.300168,0.006421
0.000032,0.773872,0.126295
0.000033,0.300373,0.726090
0.000034,0.102857,0.161960
0.000035,0.141686,0.480916
0.000036,-0.108642,0.428408
0.000037,0.152324,0.229651
0.000038,0.106192,0.183664
0.000039,-0.106675,0.133269
0.000040,0.207917,0.433802
0.000041,-0.110852,-0.265169
0.000042,-0.050237,-0.167709
0.000043,-0.004370,0.680187
0.000044,0.141107,0.581839
0.000045,0.125399,0.228961
0.000046,0.335467,0.316758
0.000047,-0.009386,0.416450
0.000048,0.742764,0.038643
0.000049,0.373261,0.719617
0.000050,0.425925,0.629534
0.000051,0.176095,0.072106
0.000052,0.432204,-0.175139
0.000053,0.078721,-0.288918
0.000054,-0.217263,-0.120204
0.000055,-0.124922,0.131469
0.000056,-0.024937,0.130795
0.000057,-0.216274,0.128970
0.000058,-0.109382,0.424089
0.000059,0.114780,-0.211744
0.000060,0.621051,-0.127115
0.000061,-0.082888,-0.369734
0.000062,0.040186,0.323912
0.000063,0.226578,0.359768
0.000064,0.273040,-0.138609
0.000065,0.586462,0.280959
0.000066,0.077493,0.278500
0.000067,-0.217959,-0.355783
0.000068,0.376612,-0.068539
0.000069,-0.166877,-0.031310
0.000070,0.038525,0.387114
0.000071,0.165088,0.373581
0.000072,0.067025,0.535910
0.000073,0.374198,-0.020767
0.000074,0.179754,0.130201
0.000075,0.012280,0.327103
0.000076,0.080506,0.367034
0.000077,0.387236,-0.070889
0.000078,0.176247,-0.367465
0.000079,0.568316,-0.040291
0.000080,-0.128948,0.108565
0.000081,0.087127,0.464600
0.000082,0.724738,0.503810
0.000083,0.430131,0.062960
0.000084,0.646823,0.709889
0.000085,-0.068711,-0.092619
0.000086,0.520612,0.257162
0.000087,-0.183911,0.419325
0.000088,0.225485,-0.096492
0.000089,0.244466,0.103585
0.000090,0.725316,0.265162
0.000091,-0.473096,-0.040179
0.000092,0.467849,0.265129
0.000093,0.579790,0.413936
0.000094,0.134333,-0.013245
0.000095,-0.020495,0.228799
0.000096,0.830091,-0.120575
0.000097,-0.188705,0.189665
0.000098,0.465943,0.382598
0.000099,-0.170591,0.636834
0.000100,0.025535,-0.028877
0.000101,0.125611,0.718881
0.000102,0.102820,0.829702
0.000103,0.365308,-0.115981
0.000104,0.179115,0.029198
0.000105,0.256176,0.680924
0.000106,0.008938,0.527430
0.000107,0.049883,0.379146
0.000108,-0.146263,0.164790
0.000109,0.374551,0.377973
0.000110,0.402765,0.068354
0.000111,0.558331,0.183955
0.000112,0.302618,0.236363
0.000113,0.304642,0.431406
0.000114,0.053222,0.897983
0.000115,0.458463,0.208183
0.000116,0.808223,0.516696
0.000117,0.569251,-0.085086
0.000118,-0.150610,0.095276
0.000119,0.076442,1.151525
0.000120,0.600102,0.658832
0.000121,0.251977,0.445936
0.000122,0.010713,-0.105774
0.000123,-0.135756,0.206633
0.000124,0.407493,0.159541
0.000125,0.425109,0.749411
0.000126,0.116705,0.596372
0.000127,-0.227082,0.496452
0.000128,0.126023,-0.009998
0.000129,0.533062,0.092559
0.000130,0.422313,0.038876
0.000131,-0.177883,-0.101316
0.000132,0.532530,0.449805
0.000133,0.414139,-0.401964
0.000134,0.115997,0.452640
0.000135,0.173577,0.101940
0.000136,0.163718,-0.061254
0.000137,0.241959,0.138704
0.000138,0.275347,0.152399
0.000139,0.779223,-0.055278
0.000140,0.436068,0.034064
0.000141,0.185637,0.739341
0.000142,0.740401,0.187157
0.000143,0.364594,0.231777
0.000144,0.523483,0.501958
0.000145,0.279041,0.669144
0.000146,0.291108,0.225325
0.000147,-0.109619,0.019964
0.000148,0.233979,0.086598
0.000149,-0.260452,0.381975
0.000150,0.800238,0.079758
0.000151,-0.116802,-0.171682
0.000152,0.037708,0.467123
0.000153,0.402460,0.190850
0.000154,0.589167,0.269857
0.000155,0.502552,0.072963
0.000156,0.209891,0.313352
