# Keithley DMM6500 Oscilloscope Data Export
# MM Experiment - 60° Measurement
# Date: 2025-06-05 18:02:57
# Operator: Physics Lab Student
# Channels: CH1 (Blue) - L1 Arm, CH2 (Green) - L2 Arm
# Sample Rate: 1.0 MS/s
# Time Base: 1ms/div
# Voltage Scale: 200mV/div
# Signal Frequency: 1000 Hz
# Temperature: 22.3°C, Humidity: 45%
# L1 Phase: 200.000°
# L2 Phase: 202.400°
# Phase Difference: 2.400°
#
Time(s),CH1_L1_Blue(V),CH2_L2_Green(V)
0.000000,-0.380208,-0.023859
0.000001,0.164450,-0.075326
0.000002,0.620681,-0.063914
0.000003,-0.085651,-0.475521
0.000004,-0.324333,-0.062157
0.000005,0.074502,-0.166856
0.000006,0.268586,-0.276222
0.000007,0.310413,0.299923
0.000008,0.166160,0.189627
0.000009,0.326866,0.564037
0.000010,-0.327615,-0.268022
0.000011,0.377912,0.432393
0.000012,0.124974,-0.151318
0.000013,0.217462,-0.476843
0.000014,-0.425292,0.044063
0.000015,0.224667,-0.031960
0.000016,-0.377594,-0.071002
0.000017,0.271887,0.328018
0.000018,0.324528,0.576119
0.000019,0.227756,-0.023941
0.000020,0.069992,-0.306973
0.000021,-0.070951,-0.330081
0.000022,-0.045630,0.281032
0.000023,0.021222,-0.212289
0.000024,-0.224567,0.079652
0.000025,-0.217827,-0.077134
0.000026,0.533558,0.634005
0.000027,0.071107,0.050027
0.000028,0.422239,0.090993
0.000029,-0.265806,-0.095078
0.000030,0.172216,-0.050561
0.000031,0.445435,0.093000
0.000032,-0.251973,0.296728
0.000033,-0.212733,-0.212433
0.000034,0.183742,-0.005662
0.000035,0.278904,0.604497
0.000036,0.063039,0.199635
0.000037,0.263861,-0.214556
0.000038,0.361244,-0.059588
0.000039,-0.428985,-0.060719
0.000040,0.410642,0.355669
0.000041,0.463957,0.400566
0.000042,0.081618,0.097268
0.000043,0.003472,-0.035317
0.000044,0.399013,0.192065
0.000045,-0.182593,0.146289
0.000046,-0.120791,-0.472246
0.000047,-0.071403,0.591993
0.000048,-0.179269,0.078667
0.000049,-0.140129,-0.079980
0.000050,0.414927,0.277418
0.000051,-0.220942,0.024624
0.000052,-0.071976,0.075522
0.000053,0.221994,0.274799
0.000054,0.071442,0.125755
0.000055,0.425609,0.078814
0.000056,-0.035155,0.075690
0.000057,0.086605,0.324936
0.000058,-0.023867,-0.419066
0.000059,0.411647,-0.064046
0.000060,0.112136,0.526944
0.000061,0.120784,0.219057
0.000062,0.964985,0.122880
0.000063,0.406833,0.078240
0.000064,0.063987,0.725786
0.000065,0.002212,0.269269
0.000066,0.016301,0.332584
0.000067,0.407827,0.614362
0.000068,0.258804,0.214407
0.000069,0.316200,0.373653
0.000070,0.614169,-0.061429
0.000071,-0.028208,0.333264
0.000072,0.568841,-0.029707
0.000073,-0.213690,0.033288
0.000074,0.476518,0.731701
0.000075,-0.274762,0.273066
0.000076,0.018276,0.215568
0.000077,0.385231,0.211580
0.000078,0.471901,0.225147
0.000079,0.067694,0.074808
0.000080,0.426834,0.279551
0.000081,0.473308,0.280924
0.000082,-0.112694,0.469666
0.000083,0.158748,0.232885
0.000084,0.244102,0.437570
0.000085,-0.032546,0.330574
0.000086,0.669225,0.091688
0.000087,0.364850,0.120932
0.000088,0.425547,0.628034
0.000089,0.723339,0.416389
0.000090,0.161259,0.334239
0.000091,0.525763,0.699818
0.000092,0.142126,0.035501
0.000093,0.319797,-0.173088
0.000094,0.061410,0.437994
0.000095,0.621791,0.324889
0.000096,-0.242914,0.225879
0.000097,0.617629,0.826703
0.000098,0.219773,0.090205
0.000099,0.460422,0.134183
0.000100,0.103610,0.584558
0.000101,-0.283580,0.181332
0.000102,0.616112,0.822580
0.000103,0.150333,0.123588
0.000104,0.814927,0.478766
0.000105,0.270908,0.476663
0.000106,0.168934,0.175395
0.000107,0.210639,0.444555
0.000108,0.567671,0.246473
0.000109,1.063455,1.053784
0.000110,0.620224,-0.100620
0.000111,0.540976,0.090572
0.000112,0.729293,-0.252131
0.000113,0.725662,0.196158
0.000114,0.189606,0.792731
0.000115,0.588564,0.084072
0.000116,0.895561,0.033058
0.000117,0.242679,-0.215773
0.000118,0.335580,-0.058976
0.000119,0.064686,0.076611
0.000120,0.468814,-0.051293
0.000121,-0.022489,0.643835
0.000122,0.191683,0.042433
0.000123,-0.182569,-0.074142
0.000124,0.326578,0.179925
0.000125,0.623431,0.890777
0.000126,0.023338,0.287388
0.000127,0.225315,0.140031
0.000128,0.921350,0.484685
0.000129,0.716499,0.527081
0.000130,0.462028,0.084894
0.000131,0.360101,0.175483
0.000132,0.014917,0.570725
0.000133,0.514315,0.781178
0.000134,0.248090,0.382240
0.000135,0.364680,-0.325698
0.000136,0.310906,-0.317710
0.000137,0.638038,0.171205
0.000138,-0.098711,-0.020102
0.000139,0.345756,0.231550
0.000140,0.002002,0.633059
0.000141,0.292564,-0.017211
0.000142,0.147733,0.472234
0.000143,0.509877,0.736011
0.000144,0.293491,0.485827
0.000145,0.704290,0.881115
0.000146,0.339627,0.232569
0.000147,0.438180,0.239227
0.000148,0.175289,-0.077076
0.000149,-0.157233,0.479564
0.000150,0.277069,0.475378
0.000151,-0.113979,0.292179
0.000152,-0.319485,0.678476
0.000153,0.327804,0.082552
0.000154,-0.064800,0.145806
0.000155,0.635958,0.441646
0.000156,0.091347,1.016858
0.000157,0.483044,0.158281
0.000158,0.125666,-0.176558
0.000159,0.424995,0.291009
0.000160,0.077100,0.637723
0.000161,-0.212533,-0.065492
0.000162,0.540235,0.393596
0.000163,-0.013216,0.582223
0.000164,0.379095,0.222787
0.000165,0.011859,0.529199
0.000166,0.491339,-0.007050
0.000167,-0.104245,0.425090
0.000168,0.084551,0.238288
0.000169,0.093915,0.329267
0.000170,0.293333,0.477299
0.000171,-0.099740,0.239317
0.000172,0.343648,0.368223
0.000173,0.378508,0.827356
0.000174,0.528382,0.525178
0.000175,0.577588,-0.320855
0.000176,0.089951,0.531483
0.000177,0.046167,0.593298
0.000178,0.000014,0.135649
0.000179,0.258137,0.196250
0.000180,0.493350,0.183928
0.000181,0.743077,0.524581
0.000182,0.705905,-0.316357
0.000183,0.293574,0.160266
0.000184,0.395913,0.273195
0.000185,0.288740,0.562589
0.000186,0.148531,0.240980
0.000187,0.139320,0.470955
0.000188,1.199999,0.287926
0.000189,0.046245,0.520889
0.000190,0.147338,1.020771
0.000191,0.548991,0.777341
0.000192,0.508399,0.969829
0.000193,0.654054,-0.007265
0.000194,1.007213,0.380463
0.000195,0.606851,0.645944
0.000196,0.262110,-0.014669
0.000197,0.104520,0.195915
0.000198,0.463854,0.171680
0.000199,0.519644,0.891258
0.000200,0.508152,0.285505
0.000201,0.464446,0.605239
0.000202,0.522766,0.255184
0.000203,0.150682,0.181816
0.000204,0.911513,0.833372
0.000205,0.255123,-0.056310
0.000206,0.378930,0.583700
0.000207,0.757528,0.942848
0.000208,0.295116,0.729298
0.000209,0.571943,0.334441
0.000210,0.412738,-0.056807
0.000211,0.613155,0.731007
0.000212,0.513092,0.234027
0.000213,0.523710,0.686138
0.000214,0.429668,0.440495
0.000215,0.287464,-0.047087
0.000216,0.730146,0.291536
0.000217,0.378005,0.705587
0.000218,-0.231709,0.750045
0.000219,1.081256,0.946262
0.000220,0.183378,0.379146
0.000221,0.830118,0.478350
0.000222,1.156259,0.493760
0.000223,0.251961,0.370508
0.000224,0.263327,0.370526
0.000225,0.320531,0.826108
0.000226,0.271799,0.530041
0.000227,0.313384,-0.308540
0.000228,0.057557,-0.175335
0.000229,0.517369,0.084420
0.000230,0.607307,0.237240
0.000231,0.705092,0.091953
0.000232,0.603987,0.437038
0.000233,0.112264,0.488025
0.000234,0.254120,0.118281
0.000235,0.399413,0.076617
0.000236,0.430311,0.536865
0.000237,-0.033839,0.579747
0.000238,0.616961,0.611177
0.000239,0.629834,0.378919
0.000240,0.370451,0.331605
0.000241,0.771488,1.033456
0.000242,0.675872,-0.321851
0.000243,1.137251,0.081135
0.000244,0.271343,0.792160
0.000245,0.219923,0.872062
0.000246,0.017084,0.767511
0.000247,0.588351,0.361566
0.000248,0.558378,0.059215
0.000249,-0.132479,0.450338
0.000250,0.221835,0.476800
0.000251,0.422784,0.757675
0.000252,0.533910,0.471295
0.000253,0.516664,0.491601
0.000254,0.621679,0.865889
0.000255,0.763600,0.322169
0.000256,0.614147,0.415507
0.000257,0.366962,0.420775
0.000258,0.463212,0.686559
0.000259,0.262536,0.263072
0.000260,0.267883,0.224129
0.000261,0.561115,0.825629
0.000262,0.505952,0.719627
0.000263,0.159648,0.270705
0.000264,0.023714,0.884859
0.000265,0.269180,0.561596
0.000266,-0.075028,0.832354
0.000267,0.063122,0.773062
0.000268,0.361562,0.064969
0.000269,0.222743,0.129633
0.000270,0.450730,0.632216
0.000271,0.012088,0.263298
0.000272,0.365379,0.410736
0.000273,0.458776,0.021997
0.000274,0.608134,0.640890
0.000275,0.224598,0.317321
0.000276,0.140630,0.517753
0.000277,0.217914,-0.084844
0.000278,1.006053,0.480432
0.000279,0.483055,0.568969
0.000280,0.419715,0.724573
0.000281,-0.077066,0.453699
0.000282,0.576331,0.515550
0.000283,0.728400,0.699799
0.000284,0.430055,0.462658
0.000285,0.757852,0.449998
0.000286,0.308016,0.314840
0.000287,1.314942,0.273862
0.000288,0.213766,0.076165
0.000289,0.098401,0.665395
0.000290,0.569841,0.739684
0.000291,0.040125,0.388731
0.000292,1.091434,0.429929
0.000293,-0.041681,0.523495
0.000294,0.135209,0.422425
0.000295,0.120060,0.591422
0.000296,0.416629,0.380937
0.000297,0.007774,0.692907
0.000298,0.313999,0.330337
0.000299,0.205109,0.390009
0.000300,0.649688,0.421807
0.000301,0.663054,0.233065
0.000302,0.707030,0.492506
0.000303,0.659832,0.443102
0.000304,-0.193268,1.089911
0.000305,0.365906,0.040978
0.000306,0.663210,0.097230
0.000307,0.158601,0.309017
0.000308,0.713999,0.285978
0.000309,0.253838,0.246157
0.000310,0.003067,0.249323
0.000311,0.278072,1.037743
0.000312,0.360858,0.500193
0.000313,0.508472,0.595775
0.000314,0.405035,0.004496
0.000315,0.630228,0.298009
0.000316,0.165541,0.945891
0.000317,1.018692,0.787765
0.000318,0.479379,0.797804
0.000319,0.685090,-0.204556
0.000320,0.153789,0.393348
0.000321,0.375726,0.747696
0.000322,0.288115,0.205409
0.000323,0.198341,0.316711
0.000324,0.555110,1.172323
0.000325,0.137639,0.665137
0.000326,0.530749,0.104911
0.000327,0.694372,0.460792
0.000328,-0.151916,0.654061
0.000329,0.140148,0.263788
0.000330,0.449950,0.505985
0.000331,0.013311,1.013647
0.000332,0.313261,0.407679
0.000333,0.660882,0.009020
0.000334,0.336055,0.579934
0.000335,0.710749,0.071636
0.000336,0.453166,0.562618
0.000337,-0.091101,0.268386
0.000338,-0.040981,-0.039013
0.000339,0.548699,0.360488
0.000340,0.307396,0.171248
0.000341,0.648364,0.713730
0.000342,0.552692,0.056790
0.000343,0.296084,0.360494
0.000344,0.296518,0.860147
0.000345,0.488367,0.403814
0.000346,0.647576,0.710017
0.000347,0.653119,0.743246
0.000348,0.084501,0.589834
0.000349,0.384285,-0.106162
0.000350,0.697961,0.642544
0.000351,0.578813,0.192076
0.000352,0.352873,-0.163993
0.000353,0.392575,1.284176
0.000354,-0.164986,0.357146
0.000355,0.368236,-0.256191
0.000356,0.093764,0.238511
0.000357,0.432117,0.438527
0.000358,0.896839,-0.115436
0.000359,0.436733,0.099211
0.000360,0.286711,0.173725
0.000361,-0.210916,-0.017239
0.000362,0.083482,0.294112
0.000363,0.876900,0.169675
0.000364,0.340661,0.277746
0.000365,0.346053,-0.212407
0.000366,0.582264,-0.178940
0.000367,0.089983,0.167777
0.000368,1.039154,0.122230
0.000369,0.339599,0.132794
